timestamp,left (real time),event,event_type,buy_pick,buy_price,buy_size,buy_best_bid,buy_best_ask
2026-01-13 23:30:18,882,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.49,32,0.5,0.51
2026-01-13 23:30:18,882,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.49,177,0.49,0.5
2026-01-13 23:30:19,881,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.49,171,0.49,0.5
2026-01-13 23:30:19,881,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.49,42,0.5,0.51
2026-01-13 23:30:20,881,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.44,2457.74,0.5,0.51
2026-01-13 23:30:20,881,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.41,3077.31,0.49,0.5
2026-01-13 23:30:21,879,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.48,2470.93,0.5,0.51
2026-01-13 23:30:22,877,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.1,2058,0.49,0.5
2026-01-13 23:30:23,876,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.44,2507.74,0.49,0.5
2026-01-13 23:30:24,874,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.49,161,0.49,0.5
2026-01-13 23:30:24,874,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.49,32,0.5,0.51
2026-01-13 23:30:25,872,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.48,2546.93,0.49,0.5
2026-01-13 23:30:26,871,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.47,1041.37,0.49,0.5
2026-01-13 23:30:26,871,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.48,2477.18,0.5,0.51
2026-01-13 23:30:27,870,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.33,18,0.49,0.5
2026-01-13 23:30:27,870,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,DOWN,0.33,18,0.5,0.51
2026-01-13 23:30:28,867,"Bitcoin Up or Down - January 13, 10:45AM-11:00AM ET",price_change,UP,0.1,2058,0.49,0.5
2026-01-13 23:30:34,862,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,UP,0.5,189,0.5,0.51
2026-01-13 23:30:53,847,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,UP,0.46,941.39,0.5,0.51
2026-01-13 23:30:53,847,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,DOWN,0.46,941.39,0.49,0.5
2026-01-13 23:30:55,845,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,UP,0.25,5,0.5,0.51
2026-01-13 23:30:56,844,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,UP,0.02,978,0.5,0.51
2026-01-13 23:30:56,844,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,DOWN,0.25,5,0.49,0.5
2026-01-13 23:31:13,827,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,DOWN,0.01,16470,0.49,0.5
2026-01-13 23:31:13,827,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,UP,0.03,383,0.5,0.51
2026-01-13 23:31:18,822,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,UP,0.03,433,0.5,0.51
2026-01-13 23:31:18,822,"Bitcoin Up or Down - January 13, 11:00AM-11:15AM ET",price_change,DOWN,0.03,453,0.49,0.5
