timestamp,event_type,buy_pick,buy_price,buy_size,buy_best_bid,buy_best_ask
2026-01-13 10:21:51,price_change,DOWN,0.61,1015.78,0.71,0.72
2026-01-13 10:21:51,price_change,UP,0.24,1320.92,0.28,0.29
2026-01-13 10:21:51,price_change,DOWN,0.71,801,0.71,0.72
2026-01-13 10:21:52,price_change,DOWN,0.71,819,0.71,0.72
2026-01-13 10:21:52,price_change,UP,0.27,195.3,0.28,0.29
2026-01-13 10:21:52,price_change,DOWN,0.62,1022,0.71,0.72
2026-01-13 10:21:53,price_change,UP,0.27,575.3,0.28,0.29
2026-01-13 10:21:53,price_change,DOWN,0.62,987,0.71,0.72
2026-01-13 10:21:53,price_change,UP,0.27,205.8,0.28,0.29
2026-01-13 10:21:54,price_change,DOWN,0.7,915.5,0.71,0.72
2026-01-13 10:21:54,price_change,UP,0.24,1409.41,0.28,0.29
2026-01-13 10:21:54,price_change,DOWN,0.73,681.23,0.73,0.74
2026-01-13 10:21:55,price_change,UP,0.26,60.8,0.26,0.27
2026-01-13 10:21:55,price_change,UP,0.26,416.86,0.26,0.27
2026-01-13 10:21:55,price_change,DOWN,0.73,2365.38,0.73,0.74
2026-01-13 10:21:55,price_change,DOWN,0.62,952.5,0.73,0.75
2026-01-13 10:21:56,price_change,UP,0.23,232.32,0.25,0.26
2026-01-13 10:21:56,price_change,UP,0.23,452.95,0.23,0.26
2026-01-13 10:21:56,price_change,UP,0.23,370.28,0.23,0.24
2026-01-13 10:21:57,price_change,UP,0.18,1343.72,0.23,0.24
2026-01-13 10:21:57,price_change,UP,0.23,363.28,0.23,0.24
2026-01-13 10:21:57,price_change,DOWN,0.76,1605.92,0.76,0.77
2026-01-13 10:21:58,price_change,UP,0.22,376.43,0.23,0.24
2026-01-13 10:21:58,price_change,UP,0.23,20,0.23,0.24
2026-01-13 10:21:58,price_change,DOWN,0.62,1152.5,0.76,0.77
2026-01-13 10:21:58,price_change,UP,0.23,0,0.22,0.24
2026-01-13 10:21:59,price_change,DOWN,0.67,1201.73,0.77,0.78
2026-01-13 10:21:59,price_change,DOWN,0.77,336,0.77,0.78
2026-01-13 10:21:59,price_change,DOWN,0.74,245.32,0.77,0.78
2026-01-13 10:21:59,price_change,DOWN,0.75,315.13,0.78,0.79
2026-01-13 10:22:00,price_change,DOWN,0.78,40.5,0.78,0.79
2026-01-13 10:22:00,price_change,UP,0.02,6412.71,0.25,0.26
2026-01-13 10:22:01,price_change,UP,0.25,3805.52,0.25,0.26
2026-01-13 10:22:01,price_change,DOWN,0.72,2178.47,0.74,0.75
2026-01-13 10:22:01,price_change,UP,0.22,149.99,0.25,0.26
2026-01-13 10:22:02,price_change,UP,0.24,501,0.25,0.26
2026-01-13 10:22:02,price_change,DOWN,0.74,1572.08,0.74,0.75
2026-01-13 10:22:02,price_change,DOWN,0.64,721.6,0.74,0.75
2026-01-13 10:22:03,price_change,UP,0.24,431.5,0.25,0.26
2026-01-13 10:22:03,price_change,DOWN,0.63,960.6,0.74,0.75
2026-01-13 10:22:03,price_change,DOWN,0.63,952.6,0.74,0.75
2026-01-13 10:22:03,price_change,DOWN,0.74,1509.39,0.74,0.75
2026-01-13 10:22:04,price_change,DOWN,0.72,2145.26,0.74,0.75
2026-01-13 10:22:04,price_change,DOWN,0.74,1464.39,0.74,0.75
2026-01-13 10:22:04,price_change,DOWN,0.72,2030.76,0.74,0.75
2026-01-13 10:22:04,price_change,DOWN,0.66,1497.16,0.74,0.75
2026-01-13 10:22:05,price_change,UP,0.04,2945.15,0.25,0.26
2026-01-13 10:22:05,price_change,DOWN,0.62,947.5,0.74,0.75
2026-01-13 10:22:05,price_change,DOWN,0.6,1031.4,0.74,0.75
2026-01-13 10:22:06,price_change,DOWN,0.74,1399.37,0.74,0.75
2026-01-13 10:22:06,price_change,UP,0.19,1293.32,0.25,0.26
2026-01-13 10:22:06,price_change,DOWN,0.73,1863.62,0.74,0.75
2026-01-13 10:22:06,price_change,UP,0.17,1229.19,0.25,0.26
2026-01-13 10:22:07,price_change,UP,0.24,472.5,0.25,0.26
2026-01-13 10:22:07,price_change,DOWN,0.67,1321.73,0.74,0.75
2026-01-13 10:22:07,price_change,DOWN,0.72,2346.5,0.74,0.75
2026-01-13 10:22:07,price_change,DOWN,0.74,1714.58,0.74,0.75
2026-01-13 10:22:08,price_change,DOWN,0.74,1609.58,0.74,0.75
2026-01-13 10:22:09,price_change,DOWN,0.74,1428.41,0.74,0.75
2026-01-13 10:22:09,price_change,UP,0.23,755.04,0.25,0.26
2026-01-13 10:22:09,price_change,DOWN,0.64,716.6,0.74,0.75
2026-01-13 10:22:09,price_change,DOWN,0.73,1879.62,0.74,0.75
2026-01-13 10:22:10,price_change,UP,0.2,1197.86,0.25,0.26
2026-01-13 10:22:10,price_change,DOWN,0.74,1525.42,0.74,0.75
2026-01-13 10:22:10,price_change,UP,0.22,680.92,0.25,0.26
2026-01-13 10:22:11,price_change,DOWN,0.72,2108.71,0.74,0.75
2026-01-13 10:22:11,price_change,DOWN,0.56,813.3,0.74,0.75
2026-01-13 10:22:11,price_change,UP,0.24,493.5,0.25,0.26
2026-01-13 10:22:11,price_change,DOWN,0.73,1905.12,0.74,0.75
2026-01-13 10:22:12,price_change,DOWN,0.73,1820.62,0.74,0.75
2026-01-13 10:22:12,price_change,UP,0.24,521.5,0.25,0.26
2026-01-13 10:22:12,price_change,DOWN,0.61,967.78,0.74,0.75
2026-01-13 10:22:13,price_change,DOWN,0.74,1640.24,0.74,0.75
2026-01-13 10:22:13,price_change,DOWN,0.74,1635.24,0.74,0.75
2026-01-13 10:22:13,price_change,UP,0.16,1118.65,0.25,0.26
2026-01-13 10:22:14,price_change,UP,0.22,992.25,0.25,0.26
2026-01-13 10:22:14,price_change,UP,0.22,971.99,0.25,0.26
2026-01-13 10:22:14,price_change,DOWN,0.74,1691.96,0.74,0.75
2026-01-13 10:22:15,price_change,UP,0.22,956,0.25,0.26
2026-01-13 10:22:15,price_change,UP,0.22,940,0.25,0.26
2026-01-13 10:22:15,price_change,DOWN,0.67,1296.63,0.74,0.75
2026-01-13 10:22:16,price_change,DOWN,0.72,2510.71,0.74,0.75
2026-01-13 10:22:16,price_change,DOWN,0.63,952.6,0.74,0.75
2026-01-13 10:22:16,price_change,DOWN,0.72,2385.71,0.74,0.75
2026-01-13 10:22:16,price_change,UP,0.22,526.26,0.25,0.26
2026-01-13 10:22:17,price_change,DOWN,0.74,1391.75,0.74,0.75
2026-01-13 10:22:17,price_change,DOWN,0.72,2379.71,0.74,0.75
2026-01-13 10:22:17,price_change,DOWN,0.73,1962.54,0.74,0.75
2026-01-13 10:22:17,price_change,UP,0.22,582.26,0.25,0.26
2026-01-13 10:22:18,price_change,DOWN,0.64,766.6,0.74,0.75
2026-01-13 10:22:18,price_change,DOWN,0.72,2302.79,0.74,0.75
2026-01-13 10:22:18,price_change,UP,0.23,762.96,0.25,0.26
2026-01-13 10:22:18,price_change,UP,0.19,1333.52,0.25,0.26
2026-01-13 10:22:19,price_change,UP,0.25,2289.08,0.25,0.26
2026-01-13 10:22:19,price_change,UP,0.22,537.26,0.25,0.26
2026-01-13 10:22:19,price_change,UP,0.22,511.26,0.25,0.26
2026-01-13 10:22:20,price_change,UP,0.16,1113.65,0.25,0.26
2026-01-13 10:22:20,price_change,UP,0.02,6642.71,0.25,0.26
2026-01-13 10:22:20,price_change,UP,0.21,857.62,0.25,0.26
2026-01-13 10:22:21,price_change,UP,0.02,6392.71,0.25,0.26
2026-01-13 10:22:21,price_change,UP,0.23,1158.07,0.25,0.26
2026-01-13 10:22:21,price_change,DOWN,0.5,820.46,0.74,0.75
2026-01-13 10:22:21,price_change,UP,0.24,661,0.25,0.26
2026-01-13 10:22:22,price_change,UP,0.25,2298.5,0.25,0.26
2026-01-13 10:22:22,price_change,UP,0.24,666.5,0.25,0.26
2026-01-13 10:22:22,price_change,DOWN,0.64,766.6,0.74,0.75
2026-01-13 10:22:22,price_change,UP,0.25,2296.33,0.25,0.26
2026-01-13 10:22:23,price_change,DOWN,0.73,1858.62,0.74,0.75
2026-01-13 10:22:23,price_change,DOWN,0.74,1337.48,0.74,0.75
2026-01-13 10:22:23,price_change,DOWN,0.72,1951.71,0.74,0.75
2026-01-13 10:22:23,price_change,DOWN,0.63,960.6,0.74,0.75
2026-01-13 10:22:24,price_change,DOWN,0.53,807.2,0.74,0.75
2026-01-13 10:22:24,price_change,UP,0.19,1307.12,0.25,0.26
2026-01-13 10:22:24,price_change,DOWN,0.64,766.6,0.74,0.75
2026-01-13 10:22:25,price_change,UP,0.21,805.92,0.25,0.26
2026-01-13 10:22:25,price_change,DOWN,0.72,1961.71,0.74,0.75
2026-01-13 10:22:25,price_change,UP,0.25,1941.25,0.25,0.26
2026-01-13 10:22:25,price_change,DOWN,0.63,970.6,0.74,0.75
2026-01-13 10:22:26,price_change,DOWN,0.73,1870.62,0.74,0.75
2026-01-13 10:22:26,price_change,DOWN,0.73,1858.62,0.74,0.75
2026-01-13 10:22:26,price_change,DOWN,0.72,2362.79,0.74,0.75
2026-01-13 10:22:26,price_change,UP,0.16,1123.65,0.25,0.26
2026-01-13 10:22:27,price_change,DOWN,0.74,1592.46,0.74,0.75
2026-01-13 10:22:27,price_change,DOWN,0.74,1202.46,0.74,0.75
2026-01-13 10:22:27,price_change,UP,0.21,534.92,0.25,0.26
2026-01-13 10:22:28,price_change,DOWN,0.72,2263.29,0.74,0.75
2026-01-13 10:22:28,price_change,DOWN,0.73,2325.04,0.74,0.75
2026-01-13 10:22:28,price_change,DOWN,0.62,947.5,0.74,0.75
2026-01-13 10:22:29,price_change,DOWN,0.73,2305.54,0.74,0.75
2026-01-13 10:22:29,price_change,DOWN,0.73,2322.54,0.74,0.75
2026-01-13 10:22:29,price_change,DOWN,0.74,1568.16,0.74,0.75
2026-01-13 10:22:30,price_change,UP,0.25,2497.07,0.25,0.26
2026-01-13 10:22:30,price_change,UP,0.25,2492.07,0.25,0.26
2026-01-13 10:22:30,price_change,UP,0.22,240.26,0.25,0.26
2026-01-13 10:22:30,price_change,UP,0.21,547.72,0.25,0.26
2026-01-13 10:22:31,price_change,DOWN,0.64,761.6,0.74,0.75
2026-01-13 10:22:31,price_change,DOWN,0.58,912.35,0.74,0.75
2026-01-13 10:22:32,price_change,DOWN,0.74,1064.81,0.74,0.75
2026-01-13 10:22:32,price_change,DOWN,0.74,1081.31,0.74,0.75
2026-01-13 10:22:32,price_change,DOWN,0.74,998.31,0.74,0.75
2026-01-13 10:22:32,price_change,UP,0.22,271.26,0.25,0.26
2026-01-13 10:22:33,price_change,UP,0.25,2418.42,0.25,0.26
2026-01-13 10:22:33,price_change,DOWN,0.68,1402.5,0.74,0.75
2026-01-13 10:22:33,price_change,UP,0.25,4845.64,0.25,0.26
2026-01-13 10:22:35,price_change,DOWN,0.67,0.45,0.67,0.68
2026-01-13 10:22:35,price_change,UP,0.3,820.92,0.32,0.33
2026-01-13 10:22:35,price_change,UP,0.32,250.04,0.32,0.33
2026-01-13 10:22:36,price_change,UP,0.25,4053.61,0.32,0.33
2026-01-13 10:22:36,price_change,UP,0.26,1788.17,0.32,0.33
2026-01-13 10:22:36,price_change,DOWN,0.67,56.32,0.67,0.68
2026-01-13 10:22:36,price_change,DOWN,0.67,161.82,0.67,0.68
2026-01-13 10:22:37,price_change,UP,0.26,2080.1,0.32,0.33
2026-01-13 10:22:37,price_change,UP,0.32,269.58,0.32,0.33
2026-01-13 10:22:37,price_change,UP,0.25,4006.21,0.32,0.33
2026-01-13 10:22:37,price_change,DOWN,0.58,1045.02,0.67,0.68
2026-01-13 10:22:38,price_change,DOWN,0.56,723,0.67,0.68
2026-01-13 10:22:38,price_change,DOWN,0.58,1045.02,0.67,0.68
2026-01-13 10:22:38,price_change,UP,0.28,983.46,0.32,0.33
2026-01-13 10:22:39,price_change,UP,0.32,991.34,0.32,0.33
2026-01-13 10:22:39,price_change,DOWN,0.58,1040.02,0.67,0.68
2026-01-13 10:22:39,price_change,DOWN,0.57,794.87,0.67,0.68
2026-01-13 10:22:39,price_change,DOWN,0.65,551.39,0.67,0.68
2026-01-13 10:22:40,price_change,DOWN,0.33,6942.9,0.67,0.68
2026-01-13 10:22:40,price_change,DOWN,0.66,432.07,0.66,0.67
2026-01-13 10:22:40,price_change,UP,0.33,44.9,0.33,0.34
2026-01-13 10:22:41,price_change,DOWN,0.57,834.87,0.66,0.67
2026-01-13 10:22:41,price_change,DOWN,0.58,1045.02,0.66,0.67
2026-01-13 10:22:41,price_change,UP,0.32,950.17,0.33,0.34
2026-01-13 10:22:41,price_change,DOWN,0.61,1034.2,0.66,0.67
2026-01-13 10:22:42,price_change,UP,0.31,1107.79,0.33,0.34
2026-01-13 10:22:42,price_change,DOWN,0.58,1045.02,0.66,0.67
2026-01-13 10:22:42,price_change,DOWN,0.57,794.87,0.66,0.67
2026-01-13 10:22:42,price_change,UP,0.33,78.45,0.33,0.34
2026-01-13 10:22:43,price_change,DOWN,0.5,920.46,0.66,0.67
2026-01-13 10:22:43,price_change,DOWN,0.58,1025.02,0.66,0.67
2026-01-13 10:22:43,price_change,DOWN,0.57,824.87,0.66,0.67
2026-01-13 10:22:44,price_change,DOWN,0.56,778,0.66,0.67
2026-01-13 10:22:44,price_change,DOWN,0.57,829.87,0.66,0.67
2026-01-13 10:22:44,price_change,DOWN,0.66,155.06,0.66,0.67
2026-01-13 10:22:44,price_change,DOWN,0.63,1333.92,0.65,0.66
2026-01-13 10:22:45,price_change,DOWN,0.56,753,0.65,0.66
2026-01-13 10:22:45,price_change,DOWN,0.56,753,0.65,0.66
2026-01-13 10:22:45,price_change,DOWN,0.66,88.5,0.66,0.67
2026-01-13 10:22:46,price_change,DOWN,0.58,1010.02,0.66,0.67
2026-01-13 10:22:46,price_change,UP,0.33,57.97,0.33,0.34
2026-01-13 10:22:46,price_change,DOWN,0.58,1040.02,0.66,0.67
2026-01-13 10:22:46,price_change,UP,0.33,11.94,0.33,0.34
2026-01-13 10:22:47,price_change,DOWN,0.63,1378.92,0.66,0.67
2026-01-13 10:22:47,price_change,DOWN,0.56,748,0.66,0.67
2026-01-13 10:22:48,price_change,DOWN,0.66,40.04,0.66,0.67
2026-01-13 10:22:48,price_change,DOWN,0.57,824.87,0.66,0.67
2026-01-13 10:22:48,price_change,DOWN,0.56,748,0.66,0.67
2026-01-13 10:22:48,price_change,DOWN,0.58,1010.02,0.66,0.67
2026-01-13 10:22:49,price_change,UP,0.33,294.95,0.33,0.34
2026-01-13 10:22:49,price_change,DOWN,0.66,168.05,0.66,0.67
2026-01-13 10:22:49,price_change,DOWN,0.57,794.87,0.66,0.67
2026-01-13 10:22:49,price_change,DOWN,0.57,794.87,0.66,0.67
2026-01-13 10:22:50,price_change,DOWN,0.66,195.5,0.66,0.67
2026-01-13 10:22:50,price_change,UP,0.32,1133.53,0.33,0.34
2026-01-13 10:22:50,price_change,UP,0.33,1673.96,0.33,0.34
2026-01-13 10:22:51,price_change,DOWN,0.58,1040.02,0.66,0.67
2026-01-13 10:22:51,price_change,DOWN,0.54,791,0.66,0.67
2026-01-13 10:22:51,price_change,DOWN,0.66,64.62,0.66,0.67
2026-01-13 10:22:52,price_change,DOWN,0.57,824.87,0.66,0.67
2026-01-13 10:22:52,price_change,DOWN,0.66,39.34,0.66,0.67
2026-01-13 10:22:52,price_change,UP,0.33,2003.96,0.33,0.34
2026-01-13 10:22:52,price_change,DOWN,0.57,1276.87,0.66,0.67
2026-01-13 10:22:53,price_change,UP,0.34,732,0.37,0.39
2026-01-13 10:22:53,price_change,DOWN,0.58,763.94,0.62,0.63
2026-01-13 10:22:54,price_change,DOWN,0.6,727.08,0.62,0.63
2026-01-13 10:22:54,price_change,UP,0.38,233.17,0.38,0.39
2026-01-13 10:22:54,price_change,DOWN,0.61,96.7,0.61,0.62
2026-01-13 10:22:55,price_change,UP,0.38,88.76,0.38,0.39
2026-01-13 10:22:55,price_change,DOWN,0.61,98.31,0.61,0.62
2026-01-13 10:22:55,price_change,UP,0.38,26,0.38,0.39
2026-01-13 10:22:56,price_change,UP,0.38,134.04,0.38,0.39
2026-01-13 10:22:56,price_change,UP,0.37,349.97,0.38,0.39
2026-01-13 10:22:56,price_change,DOWN,0.6,228.14,0.6,0.61
2026-01-13 10:22:57,price_change,DOWN,0.6,135.75,0.6,0.61
2026-01-13 10:22:57,price_change,DOWN,0.55,634.74,0.6,0.61
2026-01-13 10:22:57,price_change,UP,0.39,281.89,0.39,0.4
2026-01-13 10:22:58,price_change,UP,0.37,362.47,0.39,0.4
2026-01-13 10:22:58,price_change,UP,0.39,721.54,0.39,0.4
2026-01-13 10:22:58,price_change,DOWN,0.6,45,0.6,0.61
2026-01-13 10:22:59,price_change,DOWN,0.52,1028,0.6,0.61
2026-01-13 10:22:59,price_change,DOWN,0.6,0,0.59,0.61
2026-01-13 10:22:59,price_change,UP,0.31,1103.35,0.4,0.41
2026-01-13 10:23:00,price_change,DOWN,0.58,1185.97,0.59,0.6
2026-01-13 10:23:00,price_change,DOWN,0.59,637,0.59,0.6
2026-01-13 10:23:00,price_change,DOWN,0.57,750.05,0.59,0.6
2026-01-13 10:23:00,price_change,DOWN,0.59,536.68,0.59,0.6
2026-01-13 10:23:01,price_change,DOWN,0.51,1042.3,0.59,0.6
2026-01-13 10:23:01,price_change,DOWN,0.5,975.46,0.59,0.6
2026-01-13 10:23:01,price_change,DOWN,0.52,1048,0.59,0.6
2026-01-13 10:23:02,price_change,UP,0.4,1246.8,0.4,0.41
2026-01-13 10:23:02,price_change,DOWN,0.59,493.3,0.59,0.6
2026-01-13 10:23:02,price_change,DOWN,0.57,730.05,0.59,0.6
2026-01-13 10:23:03,price_change,DOWN,0.59,484.04,0.59,0.6
2026-01-13 10:23:03,price_change,DOWN,0.58,1285.38,0.59,0.6
2026-01-13 10:23:04,price_change,DOWN,0.59,450.48,0.59,0.6
2026-01-13 10:23:04,price_change,DOWN,0.58,933.91,0.59,0.6
2026-01-13 10:23:05,price_change,DOWN,0.37,1274.42,0.59,0.6
2026-01-13 10:23:05,price_change,DOWN,0.59,43.15,0.59,0.6
2026-01-13 10:23:05,price_change,DOWN,0.59,20.44,0.59,0.6
2026-01-13 10:23:05,price_change,UP,0.27,1103.6,0.4,0.41
2026-01-13 10:23:06,price_change,UP,0.38,911.82,0.4,0.41
2026-01-13 10:23:06,price_change,UP,0.37,1412.81,0.4,0.41
2026-01-13 10:23:06,price_change,DOWN,0.18,18.8,0.59,0.6
2026-01-13 10:23:07,price_change,UP,0.4,1421.37,0.4,0.41
2026-01-13 10:23:07,price_change,DOWN,0.53,1312.82,0.59,0.6
2026-01-13 10:23:07,price_change,UP,0.37,1416.81,0.4,0.41
2026-01-13 10:23:08,price_change,DOWN,0.52,1023.2,0.59,0.6
2026-01-13 10:23:08,price_change,UP,0.37,1412.81,0.4,0.41
2026-01-13 10:23:08,price_change,DOWN,0.54,1305.92,0.59,0.6
2026-01-13 10:23:08,price_change,DOWN,0.56,1040.92,0.59,0.6
2026-01-13 10:23:09,price_change,UP,0.38,963.38,0.4,0.41
2026-01-13 10:23:09,price_change,DOWN,0.5,950.46,0.59,0.6
2026-01-13 10:23:09,price_change,DOWN,0.57,821.55,0.58,0.59
2026-01-13 10:23:09,price_change,DOWN,0.58,799.18,0.58,0.59
2026-01-13 10:23:10,price_change,UP,0.41,472.85,0.41,0.42
2026-01-13 10:23:10,price_change,UP,0.36,958.92,0.41,0.42
2026-01-13 10:23:10,price_change,DOWN,0.58,748.82,0.58,0.59
2026-01-13 10:23:10,price_change,DOWN,0.52,1033.2,0.58,0.59
2026-01-13 10:23:11,price_change,DOWN,0.54,1480.91,0.58,0.59
2026-01-13 10:23:11,price_change,DOWN,0.53,1317.82,0.58,0.59
2026-01-13 10:23:11,price_change,UP,0.38,965.7,0.41,0.42
2026-01-13 10:23:12,price_change,UP,0.38,961.7,0.41,0.42
2026-01-13 10:23:12,price_change,UP,0.37,997.91,0.41,0.42
2026-01-13 10:23:12,price_change,UP,0.4,886.38,0.41,0.42
2026-01-13 10:23:12,price_change,DOWN,0.48,1062.2,0.58,0.59
2026-01-13 10:23:13,price_change,UP,0.41,69.03,0.41,0.42
2026-01-13 10:23:13,price_change,UP,0.4,792.38,0.4,0.41
2026-01-13 10:23:14,price_change,DOWN,0.42,1062.3,0.59,0.6
2026-01-13 10:23:14,price_change,UP,0.4,1192.65,0.4,0.41
2026-01-13 10:23:14,price_change,DOWN,0.54,1284.91,0.59,0.6
2026-01-13 10:23:15,price_change,DOWN,0.54,1284.91,0.59,0.6
2026-01-13 10:23:15,price_change,DOWN,0.57,775.05,0.59,0.6
2026-01-13 10:23:15,price_change,UP,0.4,1195.55,0.4,0.41
2026-01-13 10:23:15,price_change,UP,0.34,918.92,0.4,0.41
2026-01-13 10:23:16,price_change,UP,0.38,814.78,0.4,0.41
2026-01-13 10:23:16,price_change,DOWN,0.59,69.33,0.59,0.6
2026-01-13 10:23:16,price_change,DOWN,0.54,1367.91,0.59,0.6
2026-01-13 10:23:17,price_change,UP,0.34,918.92,0.4,0.41
2026-01-13 10:23:17,price_change,DOWN,0.55,1064.92,0.58,0.59
2026-01-13 10:23:17,price_change,DOWN,0.51,1032.3,0.58,0.59
2026-01-13 10:23:17,price_change,DOWN,0.57,780.55,0.58,0.59
2026-01-13 10:23:18,price_change,UP,0.39,1136.5,0.41,0.42
2026-01-13 10:23:18,price_change,DOWN,0.48,1057.2,0.58,0.59
